WKT,fid,O,D,length,walkwidth2,walkwidth,width,side,buile_MAX,build_ave,build_Min,katagawa,green_ori,bridge,tunnel,crosswalk_ori,roof,river,D/H,gradient2,gradient,maxspeed,O_altitude,D_altitude,crosswalk,pedst,green,walkratio
"LINESTRING (139.6372002 35.4380311,139.637948 35.4373438,139.6380068 35.4372897)",2014,408,388,110.164,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0.009985113,0.01,,2.5,3.6,0,0,0,0
"LINESTRING (139.6385199 35.437361,139.638305 35.4373172,139.6380068 35.4372897)",2015,389,388,47.257,3,3,22,1,0,0,0,0,1,0,0,0,0,1,0,0,0,,3.6,3.6,0,0,1,0.136363636363636
"LINESTRING (139.6392122 35.4394394,139.6386526 35.4390466)",2016,404,390,66.917,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0.004483166,0.0045,,2.6,2.9,0,0,0,0
"LINESTRING (139.634087 35.4370229,139.6343136 35.4366926,139.634342 35.4366513)",2017,438,391,47.34,2.5,2.5,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.1,2.1,0,0,0,0.227272727272727
"LINESTRING (139.6350907 35.4369137,139.6350231 35.4368905,139.6347622 35.4367989,139.6345305 35.4367175,139.634342 35.4366513)",2018,452,391,73.839,3,3,22,1,0,0,0,0,1,0,0,0,0,1,0,0.002708596,0.0027,,1.9,2.1,0,0,1,0.136363636363636
"LINESTRING (139.6357414 35.4398995,139.6354231 35.4396504)",2019,401,392,39.984,2.5,2.5,14,1,0,0,0,0,1,0,0,0,0,0,0,0.005002001,0.005,,1.4,1.6,0,0,1,0.178571428571429
"LINESTRING (139.6363016 35.4388534,139.6362263 35.4389217,139.6354231 35.4396504)",2020,399,392,119.114,5,5,21,1,0,0,0,0,1,0,0,0,0,0,0,-0.005876723,-0.0059,,2.3,1.6,0,0,1,0.238095238095238
"LINESTRING (139.63289 35.4402064,139.63332 35.4398199)",2021,437,393,58.004,2.5,2.5,10.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.1,1.1,0,0,0,0.238095238095238
"LINESTRING (139.6370821 35.4386628,139.637605 35.4390341,139.6376609 35.4390738)",2022,415,395,69.557,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.5,2.5,0,0,0,0
"LINESTRING (139.6366316 35.4390829,139.6367228 35.4389972,139.6370821 35.4386628)",2023,400,395,62.03,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0.003224246,0.0032,,2.3,2.5,0,0,0,0
"LINESTRING (139.6396376 35.4411329,139.639702 35.4410739,139.6400517 35.4407407)",2024,405,396,57.527,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0.001738314,0.0017,,2.1,2.2,0,0,1,0
"LINESTRING (139.6392122 35.4394394,139.639655 35.4390348)",2025,404,398,60.277,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.001659008,0.0017,,2.6,2.7,0,0,0,0
"LINESTRING (139.6399355 35.4392324,139.639655 35.4390348)",2026,413,398,33.594,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.7,2.7,0,0,0,0
"LINESTRING (139.6366316 35.4390829,139.6363016 35.4388534)",2027,400,399,39.307,5.5,5.5,20.5,1,0,0,0,0,2,0,0,0,0,0,0,0,0,,2.3,2.3,0,0,1,0.268292682926829
"LINESTRING (139.6372002 35.4380311,139.6363959 35.4387675,139.6363016 35.4388534)",2028,408,399,122.425,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,-0.001633653,-0.0016,,2.5,2.3,0,0,0,0
"LINESTRING (139.6354611 35.4401543,139.6357414 35.4398995)",2029,682,401,38.047,3.5,3.5,13.5,1,0,0,0,0,1,0,0,0,0,0,0,-0.002628328,-0.0026,,1.5,1.4,0,0,1,0.259259259259259
"LINESTRING (139.6401719 35.4380171,139.6400788 35.4379942,139.6398667 35.4379324)",2030,416,402,29.217,3,3,22,1,0,0,0,0,1,0,0,0,0,1,0,0.003422665,0.0034,,2.4,2.5,0,0,1,0.136363636363636
"LINESTRING (139.6336844 35.4412752,139.6333757 35.4410557)",2031,685,403,37.119,0,0,20,2,0,0,0,0,3,0,0,0,0,0,0,0,0,,1,1,0,1,1,0
"LINESTRING (139.6341377 35.4415733,139.6336844 35.4412752)",2032,440,403,52.774,0,0,20,2,0,0,0,0,3,0,0,0,0,0,0,0,0,,1,1,0,1,1,0
"LINESTRING (139.6387719 35.439846,139.6392122 35.4394394)",2033,409,404,60.293,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.003317135,0.0033,,2.4,2.6,0,0,0,0
"LINESTRING (139.6400614 35.4414223,139.6396376 35.4411329)",2034,628,405,50.095,6,6,31,1,0,0,0,0,1,0,0,0,0,0,0,-0.009981036,-0.01,,2.6,2.1,0,0,1,0.193548387096774
"LINESTRING (139.6409729 35.4399609,139.6414295 35.4402896)",2035,412,406,55.199,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,-0.007246508,-0.0072,,2.6,2.2,0,0,0,0
"LINESTRING (139.6401719 35.4380171,139.6402331 35.438063,139.6404987 35.4382623)",2036,416,407,40.248,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0.002484596,0.0025,,2.4,2.5,0,0,0,0
"LINESTRING (139.6420385 35.4400648,139.6420659 35.4400844)",2037,626,414,3.303,4.5,4.5,16.5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,,2.8,2.8,0,0,1,0.272727272727273
"LINESTRING (139.6422767 35.4402497,139.6421877 35.4401824,139.6420659 35.4400844)",2038,672,414,26.508,4.5,4.5,16.5,1,0,0,0,0,1,0,0,0,0,0,0,-0.01886223,-0.0189,,3.3,2.8,0,0,1,0.272727272727273
"LINESTRING (139.6420494 35.4402618,139.6420704 35.4402157,139.6420788 35.4401705,139.6420746 35.4401286,139.6420659 35.4400844)",2039,673,414,20.204,4.5,4.5,16.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,2.8,2.8,0,0,1,0.272727272727273
"LINESTRING (139.6350218 35.4407617,139.634886 35.4406772)",2040,439,417,15.48,5.5,5.5,18,1,0,0,0,0,1,0,0,0,0,0,0,-0.006459948,-0.0065,,1.7,1.6,0,0,1,0.305555555555556
"LINESTRING (139.6354611 35.4401543,139.6349399 35.4406282,139.634886 35.4406772)",2041,682,417,78.071,3.5,3.5,13.5,1,0,0,0,0,1,0,0,0,0,0,0,0.001280885,0.0013,,1.5,1.6,0,0,1,0.259259259259259
"LINESTRING (139.6355855 35.4418822,139.6351521 35.4422809)",2042,425,418,59.22,1.5,1.5,8.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.3,1.3,0,0,0,0.176470588235294
"LINESTRING (139.635638 35.4377616,139.6361645 35.437297)",2043,442,419,70.314,2.5,2.5,10.5,1,0,0,0,0,0,0,0,0,0,0,0,0.002844384,0.0028,,2.3,2.5,0,0,0,0.238095238095238
"LINESTRING (139.6293751 35.4408164,139.6293296 35.4408859)",2044,636,420,8.759,4.5,0,13,1,0,0,0,0,2,0,0,1,0,0,0,0,0,,1.1,1.1,1,0,0,0
"LINESTRING (139.6290856 35.4412499,139.6292921 35.4409419,139.6293296 35.4408859)",2045,422,420,46.117,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,-0.004336796,-0.0043,,1.3,1.1,0,0,0,0
"LINESTRING (139.628885 35.4405963,139.6289507 35.4406391,139.6293296 35.4408859)",2046,449,420,51.568,5.5,5.5,24.5,1,0,0,0,0,1,0,0,0,0,0,0,-0.003878374,-0.0039,,1.3,1.1,0,0,1,0.224489795918367
"LINESTRING (139.6292316 35.443223,139.6296011 35.4428998)",2047,426,421,49.112,2.5,2.5,10.5,1,0,0,0,0,0,0,0,0,0,0,0,0.006108487,0.0061,,1.5,1.8,0,0,0,0.238095238095238
"LINESTRING (139.6288239 35.4435876,139.6292316 35.443223)",2048,444,421,54.842,2.5,2.5,10.5,1,0,0,0,0,0,0,0,0,0,0,0,-0.01094052,-0.0109,,2.4,1.8,0,0,0,0.238095238095238
"LINESTRING (139.6290856 35.4412499,139.6286497 35.4409237)",2049,428,422,53.619,2,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.3,1.3,0,0,0,0.285714285714286
"LINESTRING (139.6285064 35.4421182,139.6288599 35.4415707,139.6290856 35.4412499)",2050,446,422,109.904,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,-0.00363954,-0.0036,,1.7,1.3,0,0,0,0
"LINESTRING (139.6363572 35.4420585,139.6361205 35.4422785)",2051,690,423,32.53,5.5,5.5,14,1,30,17.33333333,10,2,1,0,0,0,0,0,0.807692308,0,0,,1.3,1.3,0,0,1,0.392857142857143
"LINESTRING (139.636579 35.4426108,139.6361205 35.4422785)",2052,441,423,55.593,0,0,6,0,24,15.8,10,2,0,0,0,0,0,0,0.379746835,0.001798788,0.0018,,1.2,1.3,0,0,0,0
"LINESTRING (139.6355855 35.4418822,139.6361205 35.4422785)",2053,425,423,65.504,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.3,1.3,0,0,0,0
"LINESTRING (139.634087 35.4370229,139.6347965 35.4373632)",2054,438,424,74.589,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0.002681361,0.0027,,2.1,2.3,0,0,0,0
"LINESTRING (139.6353899 35.4376441,139.6347965 35.4373632)",2055,447,424,62.175,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,-0.003216727,-0.0032,,2.5,2.3,0,0,0,0
"LINESTRING (139.6347965 35.4373632,139.6350679 35.4369485,139.6350907 35.4369137)",2056,452,424,56.644,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0.007061648,0.0071,,1.9,2.3,0,0,0,0
"LINESTRING (139.6350367 35.44149,139.6355855 35.4418822)",2057,450,425,66.133,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,-0.001512104,-0.0015,,1.4,1.3,0,0,0,0
"LINESTRING (139.6357811 35.4417023,139.6355855 35.4418822)",2058,688,425,26.723,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.3,1.3,0,0,0,0
"LINESTRING (139.6296011 35.4428998,139.6300966 35.4424641,139.6303879 35.442189)",2059,448,426,106.445,2.5,2.5,10.5,1,0,0,0,0,0,0,0,0,0,0,0,0.001878905,0.0019,,1.3,1.5,0,0,0,0.238095238095238
"LINESTRING (139.628885 35.4405963,139.6288438 35.4406537,139.6286497 35.4409237)",2060,449,428,42.187,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.3,1.3,0,0,0,0
"LINESTRING (139.6297044 35.4403263,139.6299217 35.4399995)",2061,431,429,41.328,4.5,4.5,11,1,0,0,0,0,0,0,0,0,0,0,0,-0.002419667,-0.0024,,1.2,1.1,0,0,0,0.409090909090909
"LINESTRING (139.6294615 35.4397912,139.6299217 35.4399995)",2062,433,429,47.693,4.5,4.5,13,1,0,0,0,0,2,0,0,0,0,0,0,-0.002096744,-0.0021,,1.2,1.1,0,0,1,0.346153846153846
"LINESTRING (139.6321695 35.4378015,139.6324474 35.4374226)",2063,432,430,49.081,4.5,4.5,13,1,0,0,0,0,1,0,0,0,0,0,0,0.006112345,0.0061,,1.1,1.4,0,0,1,0.346153846153846
"LINESTRING (139.6292376 35.4401038,139.6297044 35.4403263)",2064,445,431,48.994,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.002041066,0.002,,1.1,1.2,0,0,0,0
"LINESTRING (139.6293751 35.4408164,139.6294046 35.4407725,139.6297044 35.4403263)",2065,636,431,62.128,4.5,4.5,11,1,0,0,0,0,0,0,0,0,0,0,0,0.00160958,0.0016,,1.1,1.2,0,0,0,0.409090909090909
"LINESTRING (139.6294615 35.4397912,139.6292376 35.4401038)",2066,445,433,40.245,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0.002484781,0.0025,,1.1,1.2,0,0,0,0
"LINESTRING (139.6350907 35.4369137,139.6354212 35.4370271,139.6356766 35.4371121,139.6357436 35.4371307)",2067,452,434,63.896,3,3,22,1,0,0,0,0,1,0,0,0,0,1,0,0.003130086,0.0031,,1.9,2.1,0,0,1,0.136363636363636
"LINESTRING (139.6353899 35.4376441,139.6357102 35.4371791,139.6357436 35.4371307)",2068,447,434,65.466,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,-0.006110042,-0.0061,,2.5,2.1,0,0,0,0
"LINESTRING (139.6358149 35.4416713,139.6360243 35.4414787,139.6360897 35.4414185)",2069,687,435,37.549,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,-0.002663187,-0.0027,,1.3,1.2,0,0,0,0
"LINESTRING (139.6300392 35.4389875,139.6297176 35.4394368)",2070,486,436,57.835,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,-0.001729057,-0.0017,,1,0.9,0,0,1,0
"LINESTRING (139.6345851 35.4411627,139.6346616 35.4410924,139.6349664 35.4408126,139.6349717 35.4408077,139.6350218 35.4407617)",2071,451,439,59.609,2.5,2.5,7,1,0,0,0,0,3,0,0,0,0,0,0,0.003355198,0.0034,,1.5,1.7,0,0,1,0.357142857142857
"LINESTRING (139.6345851 35.4411627,139.6341377 35.4415733)",2072,451,440,61.051,2.5,2.5,7,1,0,0,0,0,3,0,0,0,0,0,0,-0.008189874,-0.0082,,1.5,1,0,0,1,0.357142857142857
"LINESTRING (139.6368512 35.4423602,139.636579 35.4426108)",2073,660,441,37.209,0,0,6.5,0,5,5,5,1,0,0,0,0,0,0,1.3,0,0,,1.2,1.2,0,0,0,0
"LINESTRING (139.6353899 35.4376441,139.635638 35.4377616)",2074,447,442,25.998,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,-0.007692899,-0.0077,,2.5,2.3,0,0,0,0
"LINESTRING (139.6307968 35.4379125,139.6307657 35.4379596)",2075,478,443,5.947,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,-0.016815201,-0.0168,,1.1,1,1,0,0,0
"LINESTRING (139.631317 35.4371603,139.6307968 35.4379125)",2076,454,443,96.004,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,-0.004166493,-0.0042,,1.4,1,0,0,1,0
"LINESTRING (139.6292376 35.4401038,139.6289608 35.4404904,139.6289294 35.4405342)",2077,641,445,55.407,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,-0.001804826,-0.0018,,1.2,1.1,0,0,0,0
"LINESTRING (139.6288212 35.4398967,139.6292376 35.4401038)",2078,453,445,44.197,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.1,1.1,0,0,0,0
"LINESTRING (139.6289294 35.4405342,139.628885 35.4405963)",2079,641,449,7.991,0,0,6.5,0,0,0,0,0,0,0,0,1,0,0,0,0.012514078,0.0125,,1.2,1.3,1,0,0,0
"LINESTRING (139.635232 35.4413095,139.6350367 35.44149)",2080,686,450,26.756,3.5,3.5,17,1,31,21.25,10,2,2,0,0,0,0,0,0.8,0,0,,1.4,1.4,0,0,1,0.205882352941176
"LINESTRING (139.6345851 35.4411627,139.6350367 35.44149)",2081,451,450,54.756,3,3,7.5,1,0,0,0,0,0,0,0,0,0,0,0,-0.001826284,-0.0018,,1.5,1.4,0,0,0,0.4
"LINESTRING (139.6285406 35.440265,139.6285762 35.4402183,139.6288212 35.4398967)",2082,646,453,48.201,3.5,3.5,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.1,1.1,0,0,0,0.21875
"LINESTRING (139.630947 35.4369944,139.631317 35.4371603)",2083,463,454,38.261,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.4,1.4,0,0,0,0
"LINESTRING (139.6317685 35.4365592,139.6317291 35.4366117,139.631317 35.4371603)",2084,472,454,78.363,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,-0.007656675,-0.0077,,2,1.4,0,0,1,0
"LINESTRING (139.6294764 35.4368646,139.629253 35.4371862)",2085,703,455,41.091,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,-0.004867246,-0.0049,,1.5,1.3,0,0,0,0
"LINESTRING (139.6296332 35.4373647,139.629253 35.4371862)",2086,479,455,39.754,4,4,17,1,0,0,0,0,2,0,0,0,0,0,0,0.00503094,0.005,,1.1,1.3,0,0,1,0.235294117647059
"LINESTRING (139.6292189 35.4372339,139.629253 35.4371862)",2087,480,455,6.138,0,0,6.5,0,0,0,0,0,0,0,0,1,0,0,0,-0.016291952,-0.0163,,1.4,1.3,1,0,0,0
"LINESTRING (139.6287063 35.436989,139.6292189 35.4372339)",2088,480,456,53.835,4,4,17,1,0,0,0,0,2,0,0,0,0,0,0,0.001857528,0.0019,,1.4,1.5,0,0,1,0.235294117647059
"LINESTRING (139.628887 35.4383999,139.62917 35.4380073)",2089,458,457,50.627,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0.001975231,0.002,,1.1,1.2,0,0,0,0
"LINESTRING (139.6296024 35.4374071,139.62917 35.4380073)",2090,465,457,77.387,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.2,1.2,0,0,0,0
"LINESTRING (139.62917 35.4380073,139.6287945 35.4378291)",2091,488,457,39.369,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.2,1.2,0,0,0,0
"LINESTRING (139.6288531 35.4384452,139.628887 35.4383999)",2092,484,458,5.9,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1.1,1.1,1,0,0,0
"LINESTRING (139.6292546 35.4385716,139.628887 35.4383999)",2093,474,458,38.387,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,1.1,1.1,0,0,1,0
"LINESTRING (139.6305369 35.4368011,139.6307405 35.4368959,139.630947 35.4369944)",2094,463,459,42.924,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0.002329699,0.0023,,1.4,1.5,0,0,0,0
"LINESTRING (139.6301518 35.4366197,139.6305369 35.4368011)",2095,471,459,40.3,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,-0.00248139,-0.0025,,1.6,1.5,0,0,0,0
"LINESTRING (139.630015 35.4375378,139.6305369 35.4368011)",2096,481,459,94.584,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0.003171784,0.0032,,1.2,1.5,0,0,0,0
"LINESTRING (139.630246 35.4396701,139.6305326 35.4392667,139.6312868 35.438205)",2097,475,460,188.232,1.5,1.5,13,1,0,0,0,0,2,0,0,0,0,0,0,-0.001062519,-0.0011,,1,0.8,0,0,1,0.115384615384615
"LINESTRING (139.6288531 35.4384452,139.6285267 35.4389005)",2098,484,461,58.63,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,-0.006822446,-0.0068,,1.1,0.7,0,0,0,0
"LINESTRING (139.6294764 35.4368646,139.6297995 35.4363997)",2099,703,462,59.407,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.5,1.5,0,0,0,0
"LINESTRING (139.6301828 35.4365752,139.6297995 35.4363997)",2100,473,462,39.834,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,-0.002510418,-0.0025,,1.6,1.5,0,0,0,0
"LINESTRING (139.6289607 35.4366196,139.629073 35.4364564,139.6292674 35.4361739,139.6292766 35.4361605,139.6297995 35.4363997)",2101,702,462,112.853,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.5,1.5,0,0,0,0
"LINESTRING (139.6312251 35.438176,139.6312868 35.438205)",2102,475,464,6.453,4,0,17,1,0,0,0,0,2,0,0,0,0,0,0,0.015496668,0.0155,,1,1.1,1,0,0,0
"LINESTRING (139.6307657 35.4379596,139.6312251 35.438176)",2103,478,464,48.075,4,4,17,1,0,0,0,0,2,0,0,0,0,0,0,0,0,,1.1,1.1,0,0,1,0.235294117647059
"LINESTRING (139.6296332 35.4373647,139.6296024 35.4374071)",2104,479,465,5.479,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0.018251506,0.0183,,1.1,1.2,1,0,0,0
"LINESTRING (139.6296024 35.4374071,139.6299767 35.4375859)",2105,476,465,39.309,4,4,17,1,0,0,0,0,2,0,0,0,0,0,0,0,0,,1.2,1.2,0,0,1,0.235294117647059
"LINESTRING (139.6292189 35.4372339,139.6296024 35.4374071)",2106,480,465,39.724,4,4,17,1,0,0,0,0,2,0,0,0,0,0,0,-0.00503474,-0.005,,1.4,1.2,0,0,1,0.235294117647059
"LINESTRING (139.6327782 35.438883,139.6317455 35.4383959)",2107,477,466,108.105,5,5,13.5,1,0,0,0,0,2,0,0,0,0,0,0,0.000925027,0.0009,,1,1.1,0,0,1,0.37037037037037
"LINESTRING (139.630383 35.4377754,139.6307657 35.4379596)",2108,478,467,40.269,4,4,17,1,0,0,0,0,2,0,0,0,0,0,0,0.0049666,0.005,,1.1,1.3,0,0,1,0.235294117647059
"LINESTRING (139.6299767 35.4375859,139.630383 35.4377754)",2109,476,467,42.414,4,4,17,1,0,0,0,0,2,0,0,0,0,0,0,0.002357712,0.0024,,1.2,1.3,0,0,1,0.235294117647059
"LINESTRING (139.6296699 35.4387656,139.630383 35.4377754)",2110,487,467,127.659,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0.002350011,0.0024,,1,1.3,0,0,0,0
"LINESTRING (139.6313189 35.4381605,139.6322444 35.4368463,139.6322771 35.4367999)",2111,485,468,174.427,1.5,1.5,13,1,0,0,0,0,2,0,0,0,0,0,0,0.005733057,0.0057,,1,2,0,0,1,0.115384615384615
"LINESTRING (139.6296366 35.4388171,139.6300392 35.4389875)",2112,486,469,41.101,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0.002433031,0.0024,,1,1.1,0,0,1,0
"LINESTRING (139.6296366 35.4388171,139.6296699 35.4387656)",2113,487,469,6.473,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0.015448787,0.0154,,1,1.1,1,0,0,0
"LINESTRING (139.6292245 35.4386215,139.6296366 35.4388171)",2114,470,469,43.207,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,-0.00231444,-0.0023,,1.2,1.1,0,0,1,0
"LINESTRING (139.6292245 35.4386215,139.6292546 35.4385716)",2115,474,470,6.183,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0.016173379,0.0162,,1.1,1.2,1,0,0,0
"LINESTRING (139.6288531 35.4384452,139.6292245 35.4386215)",2116,484,470,38.941,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0.002567987,0.0026,,1.1,1.2,0,0,1,0
"LINESTRING (139.6296332 35.4373647,139.6301518 35.4366197)",2117,479,471,95.236,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0.005250116,0.0053,,1.1,1.6,0,0,0,0
"LINESTRING (139.6301828 35.4365752,139.6301518 35.4366197)",2118,473,471,5.69,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.6,1.6,0,0,0,0
"LINESTRING (139.6292546 35.4385716,139.6299767 35.4375859)",2119,476,474,127.644,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,-0.000783429,-0.0008,,1.2,1.1,0,0,0,0
"LINESTRING (139.6296699 35.4387656,139.6292546 35.4385716)",2120,487,474,43.369,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0.002305794,0.0023,,1,1.1,0,0,1,0
"LINESTRING (139.6312868 35.438205,139.6317282 35.4384206)",2121,482,475,46.624,4,4,17,1,0,0,0,0,2,0,0,0,0,0,0,0,0,,1,1,0,0,1,0.235294117647059
"LINESTRING (139.6312868 35.438205,139.6313189 35.4381605)",2122,485,475,5.739,1.5,0,13,1,0,0,0,0,2,0,0,1,0,0,0,0,0,,1,1,1,0,0,0
"LINESTRING (139.6299767 35.4375859,139.630015 35.4375378)",2123,481,476,6.375,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.2,1.2,1,0,0,0
"LINESTRING (139.6317282 35.4384206,139.6317455 35.4383959)",2124,482,477,3.162,4.5,0,13,1,0,0,0,0,1,0,0,1,0,0,0,0,0,,1,1,1,0,0,0
"LINESTRING (139.6307657 35.4379596,139.6300652 35.4389512)",2125,483,478,127.22,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0.00078604,0.0008,,1,1.1,0,0,1,0
"LINESTRING (139.630015 35.4375378,139.6296332 35.4373647)",2126,481,479,39.584,4,4,17,1,0,0,0,0,2,0,0,0,0,0,0,-0.002526273,-0.0025,,1.2,1.1,0,0,1,0.235294117647059
"LINESTRING (139.6287945 35.4378291,139.6292189 35.4372339)",2127,488,480,76.541,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0.002612979,0.0026,,1.2,1.4,0,0,0,0
"LINESTRING (139.6300652 35.4389512,139.6296699 35.4387656)",2128,487,483,41.333,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,1,1,0,0,1,0
"LINESTRING (139.6300652 35.4389512,139.6300436 35.4389814,139.6300392 35.4389875)",2129,486,483,4.674,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,1,1,0,0,0
"LINESTRING (139.6283763 35.4484906,139.6284147 35.4485292,139.6288104 35.4489493,139.6288621 35.4489968)",2130,495,489,71.464,5,5,12.5,1,0,0,0,0,0,0,0,0,0,0,0,0.009795142,0.0098,,5.2,5.9,0,0,0,0.4
"LINESTRING (139.6292156 35.4494507,139.6293782 35.4495595,139.6296773 35.449652,139.6297253 35.4496726)",2131,527,490,52.954,0,0,6.5,0,31,13.4,7,2,0,0,0,0,0,0,0.485074627,0.011330589,0.0113,,2.7,3.3,0,0,0,0
"LINESTRING (139.6291488 35.4494073,139.6292156 35.4494507)",2132,526,490,7.74,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,-0.025839793,-0.0258,,3.5,3.3,0,0,0,0
"LINESTRING (139.6312973 35.4488998,139.6312664 35.4488338,139.6312334 35.4487438,139.6311897 35.4486108,139.6311371 35.4485161,139.631092 35.4484282)",2133,508,491,55.76,0,0,5.5,0,46,26,11,2,0,0,0,0,0,0,0.211538462,-0.0017934,-0.0018,,2.4,2.3,0,0,0,0
"LINESTRING (139.6293979 35.4503671,139.6295986 35.4499361)",2134,505,492,51.257,1.5,1.5,8.5,1,30,18.5,7,2,0,0,0,0,0,0,0.459459459,0.001950953,0.002,,2.4,2.5,0,0,0,0.176470588235294
"LINESTRING (139.6290445 35.4502494,139.6293979 35.4503671)",2135,509,492,34.584,0,0,4.5,0,12,12,12,2,0,0,0,0,0,0,0.375,-0.014457553,-0.0145,,3,2.5,0,0,0,0
"LINESTRING (139.630871 35.4480623,139.6306327 35.4477074)",2136,513,493,44.981,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0.002223161,0.0022,,2.6,2.7,0,0,0,0
"LINESTRING (139.630871 35.4480623,139.6305819 35.4481799,139.6302791 35.4482954)",2137,531,493,59.558,0,0,5.5,0,16,10.25,6,2,0,0,0,0,0,0,0.536585366,-0.018469391,-0.0185,,3.8,2.7,0,0,0,0
"LINESTRING (139.631092 35.4484282,139.6309665 35.4482056,139.630871 35.4480623)",2138,508,493,45.369,0,0,5.5,0,12,9,7,2,0,0,0,0,0,0,0.611111111,0.006612445,0.0066,,2.4,2.7,0,0,0,0
"LINESTRING (139.6310432 35.447994,139.630871 35.4480623)",2139,538,493,17.349,0,0,5.5,0,8,7,6,2,0,0,0,0,0,0,0.785714286,0.005764021,0.0058,,2.6,2.7,0,0,0,0
"LINESTRING (139.6300924 35.4479258,139.6303706 35.4478116,139.6306327 35.4477074)",2140,513,494,54.638,0,0,5.5,2,0,0,0,0,0,0,0,0,0,0,0,0.023792965,0.0238,,2.6,3.9,0,1,0,0
